Id,¶È,Eigenvector Centrality,PageRank,Betweenness Centrality
2405,20,0.01087 ,1.88E-04,21.95 
2577,20,0.01107 ,1.88E-04,14.37 
3458,20,0.00451 ,2.34E-04,7.52 
3462,20,0.00559 ,2.07E-04,6.09 
3500,20,0.00372 ,2.92E-04,11.11 
3510,20,0.00416 ,2.49E-04,13.24 
3538,20,0.00359 ,3.14E-04,14.17 
3555,20,0.00439 ,2.56E-04,37.35 
3615,20,0.00431 ,2.54E-04,24.01 
3618,20,0.00569 ,2.05E-04,3.47 
3845,20,0.00557 ,2.03E-04,5.92 
3850,20,0.00421 ,2.58E-04,9.96 
59,19,0.00456 ,2.26E-04,5.93 
101,19,0.00321 ,2.65E-04,6.43 
134,19,0.00489 ,2.21E-04,5.15 
194,19,0.00323 ,2.63E-04,3.54 
326,19,0.00296 ,3.51E-04,8.66 
991,19,0.01588 ,1.61E-04,97.17 
1161,19,0.01097 ,1.51E-04,37.77 
1169,19,0.00987 ,1.56E-04,28.10 
1424,19,0.01015 ,1.77E-04,29.43 
1537,19,0.01396 ,1.64E-04,3732.98 
1658,19,0.01752 ,1.27E-04,32.57 
1698,19,0.01016 ,1.76E-04,10.26 
1719,19,0.00909 ,1.86E-04,109.42 
1745,19,0.01139 ,1.46E-04,704.97 
362,19,0.00503 ,1.67E-04,11.83 
425,19,0.00613 ,1.69E-04,22.35 
462,19,0.00572 ,1.76E-04,41.24 
518,19,0.00375 ,2.11E-04,356.80 
595,19,0.00295 ,2.17E-04,0.09 
616,19,0.00297 ,2.41E-04,55.91 
647,19,0.00292 ,2.18E-04,9.59 
748,19,0.00352 ,2.20E-04,11.60 
755,19,0.00338 ,2.19E-04,10.34 
3550,19,0.00484 ,2.20E-04,3576.10 
3779,19,0.00431 ,2.46E-04,42.04 
3278,19,0.00660 ,1.84E-04,157.93 
2962,19,0.00602 ,2.07E-04,109.76 
3289,19,0.00756 ,1.57E-04,317.70 
1913,19,0.02048 ,1.05E-04,115.47 
2670,19,0.00510 ,2.51E-04,4.93 
2696,19,0.00652 ,1.70E-04,30.48 
2735,19,0.00661 ,1.66E-04,38.26 
2779,19,0.00706 ,1.63E-04,3.76 
2789,19,0.00705 ,1.74E-04,19.75 
2794,19,0.00914 ,1.27E-04,3.39 
2809,19,0.00757 ,1.64E-04,17.92 
2889,19,0.00518 ,2.43E-04,22.47 
3009,19,0.00857 ,1.48E-04,21.95 
3138,19,0.00637 ,1.73E-04,23.29 
3171,19,0.00683 ,1.66E-04,32.77 
3189,19,0.00732 ,1.55E-04,12.49 
3241,19,0.00646 ,1.66E-04,4.66 
3307,19,0.00683 ,1.66E-04,30.21 
3325,19,0.00513 ,2.45E-04,10.73 
3329,19,0.00680 ,1.69E-04,31.38 
3393,19,0.00725 ,1.57E-04,31.06 
1982,19,0.02437 ,1.17E-04,38.68 
2019,19,0.03095 ,9.07E-05,3.88 
2249,19,0.02852 ,1.03E-04,10.54 
2314,19,0.01207 ,1.73E-04,6.74 
2400,19,0.02189 ,1.04E-04,3.29 
2572,19,0.03430 ,9.08E-05,7.17 
2587,19,0.01036 ,1.92E-04,14.46 
2641,19,0.01833 ,1.14E-04,10.35 
3485,19,0.00490 ,1.99E-04,10.06 
3493,19,0.00439 ,2.25E-04,4.29 
3496,19,0.00422 ,2.51E-04,45.61 
3535,19,0.00397 ,2.49E-04,21.97 
3591,19,0.00447 ,2.22E-04,3.92 
3608,19,0.00423 ,2.41E-04,6.93 
3612,19,0.00385 ,2.69E-04,48.60 
3623,19,0.00432 ,2.30E-04,5.99 
3627,19,0.00521 ,1.95E-04,3.82 
3725,19,0.00350 ,2.95E-04,5.17 
3743,19,0.00350 ,2.95E-04,5.17 
3752,19,0.00394 ,2.49E-04,11.92 
3759,19,0.00367 ,2.91E-04,13.18 
3776,19,0.00361 ,2.78E-04,9.12 
3785,19,0.00519 ,1.98E-04,7.79 
3862,19,0.00410 ,2.41E-04,7.21 
3866,19,0.00420 ,2.35E-04,11.76 
4030,19,0.00185 ,5.54E-04,37.02 
123,18,0.00460 ,2.10E-04,4.01 
133,18,0.00418 ,2.37E-04,14.71 
184,18,0.00316 ,2.66E-04,10.37 
212,18,0.00458 ,2.16E-04,6.73 
257,18,0.00412 ,2.26E-04,13.59 
266,18,0.00310 ,2.51E-04,1.49 
276,18,0.00467 ,2.14E-04,3.78 
343,18,0.00283 ,3.40E-04,9.89 
3173,18,0.00682 ,1.63E-04,6357.49 
973,18,0.01223 ,1.44E-04,79.54 
1141,18,0.00964 ,1.52E-04,5.06 
1174,18,0.00847 ,1.88E-04,5.14 
1325,18,0.00868 ,1.81E-04,9.33 
1501,18,0.02110 ,1.11E-04,17.91 
1646,18,0.01753 ,1.23E-04,26.34 
1678,18,0.01678 ,1.44E-04,95.14 
1883,18,0.01613 ,1.21E-04,709.35 
357,18,0.00367 ,1.97E-04,410.86 
426,18,0.00577 ,1.59E-04,10.27 
446,18,0.00754 ,1.49E-04,40.69 
554,18,0.00348 ,2.01E-04,610.18 
666,18,0.00355 ,1.95E-04,34.26 
676,18,0.00714 ,1.43E-04,18.26 
603,18,0.00294 ,2.05E-04,2.62 
605,18,0.00304 ,2.04E-04,3.05 
665,18,0.00279 ,2.10E-04,0.85 
706,18,0.00408 ,1.95E-04,0.36 
720,18,0.00313 ,2.27E-04,19.13 
772,18,0.00401 ,2.11E-04,3849.14 
777,18,0.00346 ,2.08E-04,12.66 
779,18,0.00331 ,2.04E-04,5.76 
783,18,0.00315 ,2.07E-04,5.60 
795,18,0.00313 ,2.16E-04,16.59 
809,18,0.00323 ,2.08E-04,3.96 
3328,18,0.00641 ,1.62E-04,47.57 
3741,18,0.00549 ,1.90E-04,1323.62 
3404,18,0.00706 ,1.52E-04,142.43 
2964,18,0.00648 ,1.67E-04,135.86 
2693,18,0.00602 ,1.91E-04,268.72 
2979,18,0.00682 ,1.73E-04,279.88 
2703,18,0.00499 ,2.37E-04,2.39 
2831,18,0.00666 ,1.59E-04,18.18 
2856,18,0.00636 ,1.63E-04,28.51 
2917,18,0.01008 ,1.12E-04,1.63 
3109,18,0.00786 ,1.38E-04,8.86 
3300,18,0.00601 ,1.76E-04,14.50 
3309,18,0.00519 ,2.30E-04,9.05 
3359,18,0.00723 ,1.52E-04,14.14 
3414,18,0.00917 ,1.21E-04,2.81 
2016,18,0.01252 ,1.16E-04,0.83 
2082,18,0.01160 ,1.65E-04,12.41 
2152,18,0.01024 ,1.87E-04,31.76 
2170,18,0.01062 ,1.80E-04,6.46 
2186,18,0.01640 ,1.16E-04,4.08 
2248,18,0.01177 ,1.68E-04,6.73 
2349,18,0.01008 ,1.81E-04,5.46 
2426,18,0.01850 ,1.64E-04,17.85 
2486,18,0.01014 ,1.80E-04,10.11 
2534,18,0.01207 ,1.68E-04,12.93 
2650,18,0.00997 ,1.86E-04,3.10 
3450,18,0.00517 ,1.86E-04,2.44 
3474,18,0.00401 ,2.29E-04,14.75 
3498,18,0.00410 ,2.23E-04,1.45 
3645,18,0.00399 ,2.31E-04,23.88 
3698,18,0.00383 ,2.42E-04,8.86 
3774,18,0.00346 ,2.84E-04,5.92 
3868,18,0.00340 ,2.80E-04,3.62 
3881,18,0.00392 ,2.27E-04,20.76 
3903,18,0.00408 ,2.18E-04,9.01 
3913,18,0.00544 ,1.84E-04,1.68 
3957,18,0.00374 ,2.75E-04,7.75 
3972,18,0.00389 ,2.27E-04,3.11 
4023,18,0.00175 ,5.39E-04,36.49 
1,17,0.00347 ,2.36E-04,22.69 
3,17,0.00416 ,2.27E-04,13.73 
23,17,0.00247 ,3.98E-04,55.92 
30,17,0.00410 ,2.13E-04,11.16 
55,17,0.00473 ,1.99E-04,1.48 
116,17,0.00274 ,3.19E-04,9.42 
175,17,0.00268 ,3.71E-04,26.98 
214,17,0.00272 ,3.34E-04,15.25 
254,17,0.00298 ,2.39E-04,1.09 
905,17,0.01075 ,1.35E-04,26.15 
939,17,0.00856 ,1.67E-04,14.82 
940,17,0.00977 ,1.39E-04,10.16 
1033,17,0.00847 ,1.71E-04,8.89 
1152,17,0.01315 ,1.25E-04,7.88 
1186,17,0.00884 ,1.52E-04,0.37 
1478,17,0.00865 ,1.59E-04,5.01 
1481,17,0.01085 ,1.31E-04,9.43 
1700,17,0.02754 ,9.05E-05,7.81 
1784,17,0.00883 ,1.53E-04,3.61 
1860,17,0.01571 ,1.58E-04,72.49 
372,17,0.00372 ,1.72E-04,41.09 
375,17,0.00608 ,1.35E-04,5.95 
413,17,0.00538 ,1.56E-04,15.24 
424,17,0.00308 ,1.93E-04,3.12 
551,17,0.00308 ,1.93E-04,3.41 
623,17,0.00279 ,1.98E-04,4.93 
664,17,0.00282 ,1.97E-04,3.31 
685,17,0.00301 ,1.95E-04,7.52 
709,17,0.00343 ,1.94E-04,4.03 
741,17,0.00338 ,1.97E-04,8.26 
3517,17,0.00498 ,1.89E-04,5.84 
3057,17,0.00568 ,1.81E-04,56.64 
2298,17,0.02193 ,9.76E-05,167.88 
2413,17,0.01887 ,9.98E-05,154.38 
2605,17,0.02888 ,8.86E-05,104.01 
2726,17,0.00681 ,1.55E-04,11.65 
2858,17,0.00581 ,1.66E-04,28.32 
2947,17,0.00704 ,1.48E-04,3.70 
2959,17,0.00487 ,2.26E-04,2.42 
2965,17,0.00755 ,1.40E-04,19.83 
2972,17,0.00486 ,2.25E-04,2.08 
2983,17,0.00499 ,2.22E-04,12.18 
3043,17,0.00647 ,1.47E-04,21.50 
3110,17,0.00714 ,1.47E-04,19.96 
3167,17,0.00643 ,1.51E-04,10.53 
3194,17,0.00788 ,1.36E-04,4.47 
3312,17,0.00620 ,1.52E-04,11.14 
3373,17,0.00726 ,1.50E-04,28.47 
3382,17,0.00488 ,2.24E-04,1.05 
3383,17,0.00579 ,1.65E-04,24.64 
3392,17,0.00624 ,1.60E-04,11.06 
2185,17,0.02238 ,9.42E-05,119.68 
1952,17,0.02104 ,9.20E-05,12.10 
2048,17,0.02566 ,9.64E-05,17.29 
2076,17,0.00996 ,1.73E-04,9.37 
2181,17,0.01008 ,1.71E-04,15.54 
2291,17,0.01884 ,1.23E-04,9.27 
2403,17,0.01165 ,1.59E-04,7.62 
2523,17,0.01057 ,1.54E-04,15.53 
2614,17,0.01061 ,1.81E-04,19.96 
3473,17,0.00328 ,2.66E-04,2.77 
3478,17,0.00334 ,2.55E-04,4.47 
3519,17,0.00344 ,2.60E-04,5.09 
3563,17,0.00457 ,1.89E-04,12.71 
3564,17,0.00364 ,2.32E-04,17.78 
3571,17,0.00334 ,2.71E-04,5.51 
3587,17,0.00334 ,2.55E-04,2.55 
3602,17,0.00372 ,2.18E-04,13.99 
3646,17,0.00406 ,2.06E-04,3.22 
3662,17,0.00308 ,3.38E-04,24.54 
3683,17,0.00469 ,1.85E-04,8.17 
3757,17,0.00336 ,2.65E-04,2.08 
3760,17,0.00461 ,2.01E-04,16.33 
3762,17,0.00473 ,1.81E-04,5.63 
3837,17,0.00339 ,2.62E-04,3.81 
3960,17,0.00337 ,2.53E-04,8.03 
19,16,0.00250 ,3.73E-04,41.27 
24,16,0.00287 ,2.27E-04,1.11 
103,16,0.00505 ,1.89E-04,767.72 
127,16,0.00289 ,2.42E-04,5.19 
130,16,0.00336 ,2.30E-04,20.60 
132,16,0.00360 ,2.09E-04,16.17 
137,16,0.00254 ,3.25E-04,17.22 
187,16,0.00283 ,2.29E-04,3.33 
197,16,0.00290 ,2.42E-04,4.40 
281,16,0.00301 ,2.40E-04,4.69 
284,16,0.00296 ,2.42E-04,5.70 
330,16,0.00288 ,2.27E-04,2.31 
345,16,0.00408 ,1.99E-04,7.26 
914,16,0.00976 ,1.24E-04,9.25 
965,16,0.00991 ,1.33E-04,2.43 
1000,16,0.00836 ,1.75E-04,13.09 
1007,16,0.01186 ,1.15E-04,17.16 
1397,16,0.01291 ,1.19E-04,19.39 
1441,16,0.01155 ,1.57E-04,23.76 
1564,16,0.01167 ,1.57E-04,23.35 
1594,16,0.01686 ,1.21E-04,30.37 
1676,16,0.00814 ,1.76E-04,9.21 
1756,16,0.00892 ,1.39E-04,2.69 
1829,16,0.00965 ,1.45E-04,12.63 
1830,16,0.01251 ,1.19E-04,28.02 
470,16,0.00346 ,1.59E-04,6.52 
486,16,0.00295 ,1.84E-04,2.26 
508,16,0.00498 ,1.58E-04,508.17 
634,16,0.00533 ,1.50E-04,483.89 
598,16,0.00279 ,1.84E-04,1.33 
611,16,0.00269 ,1.87E-04,1.83 
3861,16,0.00345 ,2.79E-04,7391.76 
737,16,0.00353 ,1.82E-04,4.47 
778,16,0.00326 ,1.85E-04,4.92 
804,16,0.00236 ,2.66E-04,2951.45 
818,16,0.00243 ,2.60E-04,25.92 
3410,16,0.00594 ,1.45E-04,41.71 
3409,16,0.00691 ,1.42E-04,77.60 
2682,16,0.00596 ,1.51E-04,7.55 
2697,16,0.00557 ,1.55E-04,15.63 
2818,16,0.00606 ,1.56E-04,33.92 
2879,16,0.00475 ,2.13E-04,0.72 
2923,16,0.00595 ,1.52E-04,30.27 
3008,16,0.00476 ,2.12E-04,0.47 
3050,16,0.00625 ,1.44E-04,15.42 
3068,16,0.00628 ,1.45E-04,7.32 
3069,16,0.00668 ,1.44E-04,16.23 
3093,16,0.00715 ,1.34E-04,10.64 
3144,16,0.00607 ,1.45E-04,25.44 
3192,16,0.00733 ,1.30E-04,6.77 
3283,16,0.00473 ,2.14E-04,1.35 
3314,16,0.00474 ,2.15E-04,1.84 
3326,16,0.00663 ,1.39E-04,24.56 
3340,16,0.00627 ,1.49E-04,25.14 
3374,16,0.00524 ,1.63E-04,20.56 
3423,16,0.00475 ,2.13E-04,1.17 
2099,16,0.02195 ,1.18E-04,19.66 
2277,16,0.01240 ,1.48E-04,18.33 
2305,16,0.02366 ,8.52E-05,1.06 
2312,16,0.01718 ,9.68E-05,1.39 
2320,16,0.00967 ,1.68E-04,1.80 
2444,16,0.00968 ,1.66E-04,0.88 
2454,16,0.04347 ,7.72E-05,4.74 
2455,16,0.01029 ,1.62E-04,13.28 
2503,16,0.01145 ,1.51E-04,1.29 
2656,16,0.01054 ,1.54E-04,16.10 
3452,16,0.00465 ,1.73E-04,3.49 
3465,16,0.00326 ,2.50E-04,0.56 
3470,16,0.00360 ,2.12E-04,18.92 
3524,16,0.00360 ,2.07E-04,12.07 
3546,16,0.00298 ,3.28E-04,22.76 
3579,16,0.00326 ,2.50E-04,0.56 
3620,16,0.00386 ,1.96E-04,5.55 
3658,16,0.00452 ,1.73E-04,4.28 
3735,16,0.00381 ,2.04E-04,0.84 
3780,16,0.00446 ,1.88E-04,16.00 
3802,16,0.00381 ,2.11E-04,7.80 
3809,16,0.00322 ,2.51E-04,16.79 
3898,16,0.00340 ,2.47E-04,5.19 
3920,16,0.00323 ,2.41E-04,1.63 
3950,16,0.00330 ,2.33E-04,30.27 
3967,16,0.00324 ,2.39E-04,13.85 
14,15,0.00254 ,2.84E-04,4.55 
20,15,0.00249 ,2.88E-04,5.54 
39,15,0.00353 ,1.96E-04,7.78 
57,15,0.00293 ,2.13E-04,12.52 
66,15,0.00424 ,1.80E-04,0.78 
144,15,0.00253 ,2.86E-04,6.88 
227,15,0.00234 ,3.34E-04,12.89 
258,15,0.00333 ,1.93E-04,7.37 
931,15,0.00873 ,1.36E-04,14.29 
970,15,0.00819 ,1.54E-04,3.94 
1042,15,0.00971 ,1.26E-04,5.21 
1077,15,0.01141 ,1.40E-04,1267.05 
1084,15,0.01877 ,8.64E-05,2.19 
1177,15,0.00765 ,2.02E-04,26.08 
1197,15,0.00943 ,1.82E-04,1322.80 
1234,15,0.00829 ,1.41E-04,4.65 
1249,15,0.00875 ,1.33E-04,2.05 
1385,15,0.00969 ,1.29E-04,30.27 
1434,15,0.01176 ,1.37E-04,18.58 
1544,15,0.01305 ,1.42E-04,41.03 
1710,15,0.02165 ,8.52E-05,7.74 
1817,15,0.01120 ,1.14E-04,217.61 
1869,15,0.00923 ,1.29E-04,3.28 
1889,15,0.00763 ,2.15E-04,22.98 
407,15,0.00346 ,1.61E-04,225.02 
410,15,0.00428 ,1.45E-04,13.70 
509,15,0.00276 ,1.75E-04,1.42 
521,15,0.00543 ,1.29E-04,5.79 
569,15,0.00502 ,1.31E-04,20.26 
584,15,0.00313 ,1.89E-04,91.50 
612,15,0.00259 ,1.77E-04,3.71 
633,15,0.00254 ,1.76E-04,2.83 
730,15,0.00264 ,1.81E-04,4.90 
769,15,0.00273 ,2.22E-04,806.04 
771,15,0.00204 ,2.53E-04,20.76 
806,15,0.00188 ,2.67E-04,14.64 
822,15,0.00195 ,2.57E-04,18.34 
831,15,0.00313 ,1.79E-04,7.45 
833,15,0.00201 ,2.69E-04,23.46 
839,15,0.00190 ,2.60E-04,12.18 
2883,15,0.00656 ,1.39E-04,246.06 
3222,15,0.00523 ,1.62E-04,112.12 
2677,15,0.00553 ,1.67E-04,183.10 
3205,15,0.00553 ,1.50E-04,97.71 
2707,15,0.00708 ,1.32E-04,222.80 
2700,15,0.00499 ,1.54E-04,32.50 
2746,15,0.00984 ,9.99E-05,0.80 
2820,15,0.00510 ,1.52E-04,14.95 
2888,15,0.00613 ,1.32E-04,5.08 
2982,15,0.00462 ,2.01E-04,0.40 
2995,15,0.00661 ,1.29E-04,18.82 
3048,15,0.00568 ,1.41E-04,14.61 
3058,15,0.00712 ,1.22E-04,0.46 
3095,15,0.00639 ,1.38E-04,15.57 
3157,15,0.00637 ,1.45E-04,21.52 
3208,15,0.00549 ,1.41E-04,22.07 
3242,15,0.00553 ,1.41E-04,21.97 
3357,15,0.00703 ,1.27E-04,11.54 
3371,15,0.00571 ,1.38E-04,1.42 
3402,15,0.00519 ,1.71E-04,11.32 
1922,15,0.00975 ,1.55E-04,6.94 
1978,15,0.01116 ,1.44E-04,1.40 
1992,15,0.00950 ,1.59E-04,1.64 
2012,15,0.01163 ,1.03E-04,0.65 
2114,15,0.01080 ,1.45E-04,13.65 
2119,15,0.01020 ,1.50E-04,9.19 
2162,15,0.01105 ,1.41E-04,8.25 
2270,15,0.01248 ,1.02E-04,0.98 
2402,15,0.01019 ,1.49E-04,4.47 
2490,15,0.01112 ,1.45E-04,6.99 
2513,15,0.00963 ,1.54E-04,3.05 
2584,15,0.02308 ,8.12E-05,1.96 
3459,15,0.00344 ,2.08E-04,17.89 
3472,15,0.00344 ,2.06E-04,1.78 
3476,15,0.00311 ,2.35E-04,6.74 
3479,15,0.00330 ,2.30E-04,0.69 
3484,15,0.00420 ,1.71E-04,12.59 
3490,15,0.00289 ,2.97E-04,12.35 
3532,15,0.00330 ,2.08E-04,14.57 
3533,15,0.00413 ,1.89E-04,9.84 
3549,15,0.00290 ,2.96E-04,13.00 
3562,15,0.00330 ,2.30E-04,0.69 
3574,15,0.00442 ,1.65E-04,3.33 
3610,15,0.00309 ,2.47E-04,30.30 
3613,15,0.00330 ,2.30E-04,0.69 
3649,15,0.00330 ,2.30E-04,0.69 
3655,15,0.00312 ,2.27E-04,1.08 
3685,15,0.00345 ,2.06E-04,2.15 
3695,15,0.00330 ,2.30E-04,0.69 
3696,15,0.00310 ,2.29E-04,2.16 
3701,15,0.00306 ,2.45E-04,5.65 
3703,15,0.00444 ,1.75E-04,5.43 
3708,15,0.00315 ,2.36E-04,0.32 
3726,15,0.00349 ,1.98E-04,7.97 
3739,15,0.00306 ,2.38E-04,1.80 
3792,15,0.00353 ,1.95E-04,8.00 
3815,15,0.00362 ,1.92E-04,0.59 
3855,15,0.00363 ,1.94E-04,11.49 
3883,15,0.00330 ,2.30E-04,0.69 
3889,15,0.00506 ,1.60E-04,0.53 
3912,15,0.00308 ,2.36E-04,0.94 
3917,15,0.00306 ,2.38E-04,1.96 
3929,15,0.00413 ,1.77E-04,7.58 
3964,15,0.00316 ,2.25E-04,17.66 
3975,15,0.00315 ,2.36E-04,0.32 
3976,15,0.00376 ,1.83E-04,2.49 
75,14,0.00376 ,1.77E-04,2.08 
85,14,0.00332 ,1.84E-04,4.10 
105,14,0.00357 ,1.82E-04,3.33 
111,14,0.00235 ,2.89E-04,12.47 
149,14,0.00238 ,2.67E-04,2.99 
159,14,0.00292 ,2.04E-04,9.38 
176,14,0.00376 ,1.77E-04,2.61 
226,14,0.00242 ,2.66E-04,2.50 
246,14,0.00429 ,1.81E-04,311.53 
251,14,0.00269 ,2.18E-04,3.21 
274,14,0.00330 ,1.85E-04,5.88 
290,14,0.00395 ,1.75E-04,1.22 
1005,14,0.00886 ,1.27E-04,0.61 
1055,14,0.01048 ,1.41E-04,11.02 
1088,14,0.00834 ,1.53E-04,1053.99 
1089,14,0.00850 ,1.38E-04,5.83 
1138,14,0.00731 ,2.06E-04,17.89 
1143,14,0.01331 ,1.01E-04,19.45 
1150,14,0.00906 ,1.28E-04,16.34 
1422,14,0.01409 ,1.17E-04,21.22 
1518,14,0.01110 ,1.31E-04,2244.87 
1641,14,0.00880 ,1.45E-04,20.80 
1739,14,0.00908 ,1.39E-04,8.87 
1808,14,0.01008 ,1.59E-04,636.93 
1901,14,0.01019 ,1.26E-04,29.34 
440,14,0.00483 ,1.25E-04,14.75 
590,14,0.00342 ,1.51E-04,2534.27 
576,14,0.00231 ,1.70E-04,0.09 
588,14,0.00243 ,1.69E-04,2.72 
626,14,0.00246 ,1.70E-04,3.62 
3454,14,0.00352 ,1.96E-04,5642.16 
693,14,0.00305 ,1.66E-04,2.81 
714,14,0.00180 ,2.47E-04,8.40 
722,14,0.00296 ,1.69E-04,4.97 
732,14,0.00176 ,2.54E-04,8.99 
736,14,0.00204 ,2.32E-04,16.37 
763,14,0.00244 ,1.79E-04,12.24 
765,14,0.00267 ,1.70E-04,4.79 
768,14,0.00195 ,2.30E-04,16.91 
794,14,0.00288 ,1.67E-04,2.60 
844,14,0.00318 ,1.64E-04,1.24 
3872,14,0.00366 ,1.94E-04,3541.06 
2822,14,0.00500 ,1.54E-04,65.61 
3245,14,0.00551 ,1.44E-04,158.84 
3361,14,0.00517 ,1.49E-04,107.93 
3561,14,0.00354 ,2.02E-04,10804.94 
2771,14,0.00489 ,1.59E-04,6.03 
2837,14,0.00539 ,1.35E-04,6.43 
2876,14,0.00698 ,1.22E-04,8.47 
2933,14,0.00521 ,1.74E-04,8.36 
2957,14,0.00524 ,1.44E-04,19.67 
2997,14,0.00493 ,1.75E-04,13.34 
3024,14,0.00649 ,1.26E-04,14.71 
3061,14,0.00496 ,1.55E-04,10.89 
3066,14,0.00451 ,1.99E-04,9.35 
3151,14,0.00646 ,1.25E-04,11.04 
3210,14,0.00617 ,1.26E-04,11.19 
3229,14,0.00592 ,1.34E-04,5.54 
3244,14,0.00522 ,1.42E-04,9.35 
3246,14,0.00536 ,1.36E-04,9.04 
3249,14,0.00586 ,1.27E-04,11.38 
3315,14,0.00655 ,1.06E-04,2.45 
3343,14,0.00531 ,1.41E-04,20.87 
2193,14,0.01094 ,1.41E-04,11.68 
2205,14,0.01558 ,9.17E-05,1.34 
2262,14,0.02516 ,7.94E-05,4.72 
2453,14,0.01292 ,1.26E-04,15.72 
2522,14,0.02425 ,7.86E-05,3.24 
2562,14,0.00993 ,1.42E-04,11.32 
2599,14,0.02552 ,7.55E-05,0.22 
3481,14,0.00318 ,2.17E-04,0.61 
3516,14,0.00319 ,2.16E-04,0.42 
3523,14,0.00318 ,2.17E-04,0.61 
3567,14,0.00296 ,2.23E-04,0.81 
3595,14,0.00296 ,2.23E-04,0.90 
3624,14,0.00280 ,2.83E-04,11.28 
3663,14,0.00337 ,1.87E-04,2.48 
3675,14,0.00298 ,2.23E-04,1.10 
3715,14,0.00340 ,1.83E-04,0.46 
3773,14,0.00345 ,1.86E-04,1.62 
3799,14,0.00283 ,2.82E-04,18.07 
3818,14,0.00358 ,1.78E-04,5.30 
3823,14,0.00311 ,2.12E-04,21.54 
3874,14,0.00296 ,2.23E-04,0.69 
3937,14,0.00338 ,1.86E-04,8.96 
3982,14,0.00141 ,4.16E-04,12.93 
3998,14,0.00138 ,4.33E-04,18.01 
5,13,0.00277 ,2.02E-04,17.98 
17,13,0.00232 ,2.55E-04,3.35 
28,13,0.00230 ,2.51E-04,3.11 
29,13,0.00289 ,1.92E-04,11.37 
84,13,0.00287 ,1.91E-04,11.35 
87,13,0.00385 ,1.73E-04,377.04 
99,13,0.00213 ,2.92E-04,6.65 
108,13,0.00256 ,1.99E-04,2.84 
178,13,0.00283 ,1.89E-04,11.18 
196,13,0.00275 ,1.87E-04,7.98 
310,13,0.00217 ,2.70E-04,9.85 
314,13,0.00302 ,1.73E-04,8.37 
900,13,0.00860 ,1.25E-04,14.11 
907,13,0.01754 ,8.64E-05,13.35 
920,13,0.01702 ,9.98E-05,12.04 
961,13,0.00880 ,1.42E-04,48.86 
1090,13,0.00803 ,1.31E-04,6.17 
1178,13,0.00813 ,1.38E-04,2384.68 
1266,13,0.00987 ,1.42E-04,14.25 
1492,13,0.01088 ,1.17E-04,34.91 
1748,13,0.00822 ,1.20E-04,1.49 
1749,13,0.00815 ,1.36E-04,11.51 
1874,13,0.02305 ,7.54E-05,1.24 
490,13,0.00389 ,1.29E-04,7.62 
505,13,0.00259 ,1.54E-04,0.72 
528,13,0.00385 ,1.35E-04,35.09 
646,13,0.00424 ,1.28E-04,333.92 
622,13,0.00215 ,1.68E-04,5.54 
682,13,0.00225 ,1.69E-04,11.34 
712,13,0.00170 ,2.26E-04,10.57 
729,13,0.00187 ,2.35E-04,147.17 
753,13,0.00242 ,1.96E-04,56.17 
762,13,0.00294 ,1.55E-04,1.29 
782,13,0.00190 ,2.21E-04,29.80 
789,13,0.00173 ,2.27E-04,8.97 
837,13,0.00257 ,1.61E-04,4.76 
843,13,0.00267 ,1.57E-04,2.55 
889,13,0.00149 ,2.43E-04,6.01 
3592,13,0.00322 ,2.09E-04,6083.89 
2968,13,0.00533 ,1.36E-04,161.12 
3556,13,0.00386 ,1.71E-04,3012.85 
2699,13,0.00434 ,1.79E-04,0.45 
2710,13,0.00567 ,1.24E-04,7.92 
2727,13,0.00512 ,1.29E-04,15.07 
2744,13,0.00522 ,1.27E-04,20.71 
2747,13,0.00578 ,1.23E-04,5.99 
2766,13,0.00637 ,1.13E-04,7.11 
2821,13,0.00623 ,1.14E-04,6.43 
2954,13,0.00484 ,1.34E-04,12.35 
2990,13,0.00595 ,1.18E-04,3.19 
3067,13,0.00534 ,1.26E-04,18.72 
3130,13,0.00522 ,1.26E-04,5.02 
3156,13,0.00518 ,1.29E-04,6.32 
3352,13,0.00645 ,1.11E-04,0.24 
3405,13,0.00483 ,1.48E-04,14.55 
1930,13,0.01234 ,1.21E-04,5.24 
2070,13,0.00970 ,1.31E-04,3.31 
2217,13,0.00923 ,1.73E-04,9.02 
2238,13,0.00921 ,1.41E-04,10.97 
2357,13,0.00940 ,1.46E-04,15.72 
2515,13,0.00918 ,1.39E-04,5.79 
2524,13,0.04629 ,6.36E-05,2.74 
3482,13,0.00303 ,1.88E-04,10.45 
3483,13,0.00304 ,1.88E-04,12.86 
3503,13,0.00390 ,1.66E-04,7.69 
3512,13,0.00383 ,1.58E-04,9.74 
3547,13,0.00324 ,1.84E-04,19.05 
3630,13,0.00320 ,1.73E-04,0.68 
3644,13,0.00301 ,1.89E-04,3.10 
3657,13,0.00283 ,2.10E-04,1.13 
3679,13,0.00263 ,2.76E-04,12.57 
3769,13,0.00326 ,1.77E-04,3.27 
3778,13,0.00323 ,1.81E-04,2.11 
3783,13,0.00289 ,2.01E-04,0.18 
3819,13,0.00283 ,2.11E-04,1.27 
3847,13,0.00287 ,2.22E-04,19.43 
3892,13,0.00285 ,2.09E-04,0.59 
3895,13,0.00317 ,1.86E-04,13.94 
3944,13,0.00392 ,1.54E-04,8.83 
45,12,0.00312 ,1.60E-04,2.47 
